FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
1726944,Delta,5805,JFK,MIA,2024-09-01 04:29,2024-09-01 04:53,2024-09-01 08:29,2024-09-01 08:36,7,Weather,False,True,Boeing 737,N38035,1979
1726945,United,9629,ORD,BOS,2024-09-01 20:34,2024-09-01 20:46,2024-09-02 02:34,2024-09-02 02:28,-6,,False,True,Airbus A320,N56955,1901
1726946,United,5116,DFW,SEA,2024-09-01 07:59,2024-09-01 08:27,2024-09-01 13:59,2024-09-01 13:57,-2,,False,True,Airbus A320,N61264,2015
1726947,Southwest,7419,DFW,BOS,2024-09-01 06:54,2024-09-01 07:08,2024-09-01 10:54,2024-09-01 11:19,25,Maintenance,False,False,Airbus A320,N14073,1633
1726948,United,9235,LAX,SFO,2024-09-01 04:49,2024-09-01 04:51,2024-09-01 10:49,2024-09-01 11:17,28,Air Traffic Control,False,False,Boeing 737,N83521,545
1726949,Delta,0989,ORD,BOS,2024-09-01 00:34,2024-09-01 00:43,2024-09-01 05:34,2024-09-01 05:52,18,Weather,False,False,Boeing 737,N26555,2342
1726950,Delta,5065,ORD,SFO,2024-09-01 19:45,2024-09-01 19:54,2024-09-01 22:45,2024-09-01 22:35,-10,,True,False,Boeing 777,N31141,224
1726951,American Airlines,0328,ATL,MIA,2024-09-01 16:50,2024-09-01 17:15,2024-09-01 18:50,2024-09-01 19:05,15,Maintenance,True,False,Airbus A320,N83176,312
1726952,Delta,7468,DFW,JFK,2024-09-01 08:05,2024-09-01 08:12,2024-09-01 09:05,2024-09-01 09:16,11,Air Traffic Control,True,False,Airbus A320,N77453,2464
1726953,American Airlines,8789,DFW,BOS,2024-09-01 15:25,2024-09-01 15:33,2024-09-01 18:25,2024-09-01 18:24,-1,,True,True,Boeing 737,N91155,1756
1726954,Delta,5096,LAX,SFO,2024-09-01 22:43,2024-09-01 22:43,2024-09-01 23:43,2024-09-01 23:51,8,Weather,False,False,Airbus A320,N30042,871
1726955,American Airlines,7922,JFK,MIA,2024-09-01 01:07,2024-09-01 01:28,2024-09-01 07:07,2024-09-01 07:25,18,Maintenance,True,True,Boeing 777,N27780,1537
1726956,Southwest,5615,LAX,BOS,2024-09-01 09:52,2024-09-01 10:01,2024-09-01 10:52,2024-09-01 10:44,-8,,True,True,Boeing 777,N76085,2436
1726957,American Airlines,0621,LAX,MIA,2024-09-01 20:30,2024-09-01 20:59,2024-09-02 02:30,2024-09-02 02:37,7,Air Traffic Control,True,False,Airbus A320,N90060,1066
1726958,Southwest,2993,ATL,SFO,2024-09-01 13:04,2024-09-01 13:06,2024-09-01 19:04,2024-09-01 18:57,-7,,False,True,Boeing 777,N11440,2537
1726959,United,5665,DFW,SEA,2024-09-01 08:23,2024-09-01 08:24,2024-09-01 14:23,2024-09-01 14:47,24,Maintenance,False,True,Airbus A320,N30640,468
1726960,Southwest,8401,ATL,MIA,2024-09-01 17:35,2024-09-01 17:56,2024-09-01 22:35,2024-09-01 22:42,7,Weather,False,True,Boeing 777,N13240,2288
1726961,Southwest,7297,DFW,MIA,2024-09-01 12:32,2024-09-01 12:54,2024-09-01 17:32,2024-09-01 17:55,23,Weather,False,False,Boeing 777,N81410,309
1726962,Southwest,6939,ORD,BOS,2024-09-01 05:06,2024-09-01 05:28,2024-09-01 10:06,2024-09-01 10:18,12,Weather,True,False,Boeing 777,N99826,2624
1726963,Delta,6621,JFK,SFO,2024-09-01 21:53,2024-09-01 22:19,2024-09-01 23:53,2024-09-02 00:17,24,Air Traffic Control,True,False,Boeing 737,N39056,1165
1726964,United,6974,DFW,SFO,2024-09-01 15:35,2024-09-01 15:51,2024-09-01 16:35,2024-09-01 16:52,17,Maintenance,False,True,Boeing 737,N47131,922
1726965,American Airlines,2530,JFK,JFK,2024-09-01 23:15,2024-09-01 23:43,2024-09-02 05:15,2024-09-02 05:19,4,Maintenance,True,False,Boeing 777,N85200,1158
1726966,Delta,9031,JFK,BOS,2024-09-01 12:32,2024-09-01 12:57,2024-09-01 15:32,2024-09-01 15:35,3,Air Traffic Control,True,False,Boeing 777,N22578,2057
1726967,American Airlines,2252,JFK,SEA,2024-09-01 16:16,2024-09-01 16:21,2024-09-01 20:16,2024-09-01 20:09,-7,,True,True,Airbus A320,N53214,141
1726968,American Airlines,9308,DFW,SFO,2024-09-01 19:58,2024-09-01 20:27,2024-09-01 21:58,2024-09-01 22:11,13,Maintenance,True,True,Boeing 777,N94630,1422
1726969,American Airlines,4947,ORD,BOS,2024-09-01 05:15,2024-09-01 05:27,2024-09-01 11:15,2024-09-01 11:09,-6,,True,False,Boeing 737,N17458,2220
1726970,American Airlines,7466,ORD,JFK,2024-09-01 10:40,2024-09-01 10:56,2024-09-01 14:40,2024-09-01 14:51,11,Maintenance,False,True,Boeing 777,N79375,2911
1726971,Delta,0546,DFW,SFO,2024-09-01 08:23,2024-09-01 08:34,2024-09-01 10:23,2024-09-01 10:43,20,Weather,False,True,Boeing 777,N13645,944
1726972,Southwest,3615,LAX,SEA,2024-09-01 14:20,2024-09-01 14:28,2024-09-01 20:20,2024-09-01 20:12,-8,,False,True,Airbus A320,N47074,1070
1726973,Southwest,9767,DFW,SFO,2024-09-01 01:56,2024-09-01 02:23,2024-09-01 04:56,2024-09-01 04:59,3,Weather,True,False,Airbus A320,N29944,2862
1726974,Delta,4592,LAX,SFO,2024-09-01 21:38,2024-09-01 21:52,2024-09-02 01:38,2024-09-02 01:35,-3,,True,False,Airbus A320,N55031,574
1726975,Southwest,9242,JFK,SEA,2024-09-01 18:56,2024-09-01 19:03,2024-09-02 00:56,2024-09-02 01:17,21,Air Traffic Control,True,True,Airbus A320,N17300,461
1726976,American Airlines,1890,LAX,MIA,2024-09-01 14:19,2024-09-01 14:21,2024-09-01 15:19,2024-09-01 15:48,29,Weather,False,False,Airbus A320,N20026,1285
1726977,United,3274,DFW,SFO,2024-09-01 11:05,2024-09-01 11:24,2024-09-01 13:05,2024-09-01 13:28,23,Maintenance,True,False,Airbus A320,N58302,550
1726978,Delta,2456,DFW,SFO,2024-09-01 17:23,2024-09-01 17:41,2024-09-01 23:23,2024-09-01 23:50,27,Maintenance,True,True,Airbus A320,N68564,1774
1726979,Southwest,6596,ORD,JFK,2024-09-01 02:29,2024-09-01 02:56,2024-09-01 07:29,2024-09-01 07:49,20,Weather,True,False,Boeing 737,N64643,1713
1726980,Southwest,1993,ORD,SFO,2024-09-01 01:58,2024-09-01 02:09,2024-09-01 06:58,2024-09-01 07:25,27,Air Traffic Control,True,True,Boeing 737,N61413,1630
1726981,Southwest,9662,JFK,SEA,2024-09-01 06:51,2024-09-01 07:01,2024-09-01 08:51,2024-09-01 09:07,16,Maintenance,False,True,Boeing 737,N73037,1613
1726982,Southwest,4043,ATL,SEA,2024-09-01 11:24,2024-09-01 11:44,2024-09-01 15:24,2024-09-01 15:20,-4,,False,False,Boeing 737,N52629,1393
1726983,Delta,3171,JFK,JFK,2024-09-01 13:36,2024-09-01 14:06,2024-09-01 17:36,2024-09-01 18:00,24,Air Traffic Control,False,True,Boeing 737,N97039,2542
1726984,United,3660,LAX,JFK,2024-09-01 19:32,2024-09-01 19:36,2024-09-01 22:32,2024-09-01 22:45,13,Maintenance,True,True,Boeing 737,N37657,1746
1726985,United,2230,LAX,MIA,2024-09-01 09:50,2024-09-01 10:10,2024-09-01 13:50,2024-09-01 13:56,6,Air Traffic Control,True,True,Boeing 737,N68387,1505
1726986,United,6516,ORD,SFO,2024-09-01 14:06,2024-09-01 14:35,2024-09-01 15:06,2024-09-01 15:16,10,Maintenance,True,True,Boeing 777,N96361,1078
1726987,Delta,5949,ATL,SEA,2024-09-01 11:38,2024-09-01 11:58,2024-09-01 17:38,2024-09-01 18:06,28,Air Traffic Control,False,True,Boeing 737,N17782,523
1726988,American Airlines,9050,ORD,BOS,2024-09-01 20:31,2024-09-01 20:32,2024-09-02 01:31,2024-09-02 01:26,-5,,False,False,Airbus A320,N54154,2141
1726989,American Airlines,6957,ORD,SFO,2024-09-01 07:31,2024-09-01 08:01,2024-09-01 09:31,2024-09-01 09:43,12,Maintenance,True,True,Boeing 777,N87139,2935
1726990,Delta,1021,LAX,SFO,2024-09-01 16:26,2024-09-01 16:29,2024-09-01 21:26,2024-09-01 21:51,25,Maintenance,True,True,Airbus A320,N20908,453
1726991,United,8079,LAX,SFO,2024-09-01 19:14,2024-09-01 19:41,2024-09-01 20:14,2024-09-01 20:25,11,Maintenance,False,False,Boeing 737,N28833,411
1726992,Southwest,4184,LAX,BOS,2024-09-01 18:29,2024-09-01 18:38,2024-09-02 00:29,2024-09-02 00:53,24,Maintenance,False,False,Boeing 737,N59947,2734
1726993,Delta,6530,LAX,SFO,2024-09-01 05:11,2024-09-01 05:40,2024-09-01 10:11,2024-09-01 10:41,30,Maintenance,True,False,Boeing 777,N47634,1818
1726994,Delta,3078,DFW,MIA,2024-09-01 16:46,2024-09-01 17:14,2024-09-01 17:46,2024-09-01 17:51,5,Air Traffic Control,True,False,Airbus A320,N69513,928
1726995,Delta,6787,ATL,BOS,2024-09-01 22:47,2024-09-01 23:02,2024-09-01 23:47,2024-09-01 23:51,4,Weather,True,False,Boeing 737,N42619,1419
1726996,American Airlines,6137,ORD,JFK,2024-09-01 18:10,2024-09-01 18:27,2024-09-01 19:10,2024-09-01 19:35,25,Air Traffic Control,True,True,Boeing 777,N35038,949
1726997,American Airlines,1722,JFK,BOS,2024-09-01 01:42,2024-09-01 01:53,2024-09-01 05:42,2024-09-01 05:58,16,Weather,True,True,Airbus A320,N44507,2090
1726998,American Airlines,9349,DFW,JFK,2024-09-01 21:46,2024-09-01 21:48,2024-09-01 23:46,2024-09-01 23:54,8,Maintenance,False,False,Boeing 777,N18014,1500
1726999,United,3617,JFK,SEA,2024-09-01 03:51,2024-09-01 04:05,2024-09-01 08:51,2024-09-01 08:45,-6,,False,True,Boeing 777,N32479,2333
1727000,United,5601,LAX,JFK,2024-09-01 04:53,2024-09-01 04:57,2024-09-01 06:53,2024-09-01 06:43,-10,,True,True,Boeing 737,N96282,494
1727001,American Airlines,0977,LAX,JFK,2024-09-01 03:33,2024-09-01 03:33,2024-09-01 05:33,2024-09-01 05:48,15,Maintenance,True,True,Boeing 777,N61053,1250
1727002,Delta,5524,DFW,SEA,2024-09-01 22:46,2024-09-01 22:54,2024-09-02 04:46,2024-09-02 05:07,21,Maintenance,True,False,Airbus A320,N16872,340
1727003,Southwest,5807,JFK,SFO,2024-09-01 10:28,2024-09-01 10:47,2024-09-01 11:28,2024-09-01 11:27,-1,,False,False,Boeing 737,N89856,453
1727004,Delta,2723,JFK,MIA,2024-09-01 23:27,2024-09-01 23:30,2024-09-02 01:27,2024-09-02 01:53,26,Air Traffic Control,True,False,Boeing 737,N78380,2843
1727005,Delta,6609,ORD,SEA,2024-09-01 01:41,2024-09-01 02:01,2024-09-01 07:41,2024-09-01 08:10,29,Maintenance,False,True,Boeing 737,N43501,688
1727006,American Airlines,2401,ATL,SEA,2024-09-01 15:40,2024-09-01 15:41,2024-09-01 17:40,2024-09-01 18:05,25,Air Traffic Control,True,True,Boeing 737,N84584,2804
1727007,Delta,0539,ATL,MIA,2024-09-01 20:02,2024-09-01 20:13,2024-09-02 02:02,2024-09-02 02:24,22,Air Traffic Control,False,False,Boeing 737,N54108,2820
1727008,American Airlines,2170,JFK,JFK,2024-09-01 05:44,2024-09-01 05:47,2024-09-01 10:44,2024-09-01 10:52,8,Weather,False,True,Boeing 777,N13089,1715
1727009,Southwest,8480,DFW,SEA,2024-09-01 19:51,2024-09-01 20:11,2024-09-01 23:51,2024-09-01 23:46,-5,,False,True,Boeing 777,N71839,2368
1727010,Delta,2853,LAX,MIA,2024-09-01 13:35,2024-09-01 13:55,2024-09-01 17:35,2024-09-01 17:59,24,Air Traffic Control,False,False,Boeing 777,N40467,2330
1727011,Southwest,1925,ATL,SFO,2024-09-01 06:09,2024-09-01 06:29,2024-09-01 10:09,2024-09-01 10:30,21,Maintenance,True,False,Airbus A320,N31800,1435
1727012,Delta,9227,DFW,SEA,2024-09-01 21:34,2024-09-01 21:51,2024-09-02 01:34,2024-09-02 01:54,20,Maintenance,True,False,Boeing 777,N87739,1880
1727013,Southwest,3026,JFK,SFO,2024-09-01 07:31,2024-09-01 08:01,2024-09-01 08:31,2024-09-01 08:39,8,Weather,False,False,Airbus A320,N12858,1822
1727014,Southwest,7306,ORD,BOS,2024-09-01 22:26,2024-09-01 22:28,2024-09-02 01:26,2024-09-02 01:48,22,Air Traffic Control,True,True,Airbus A320,N57622,1532
1727015,United,7226,ATL,MIA,2024-09-01 00:40,2024-09-01 00:55,2024-09-01 04:40,2024-09-01 04:51,11,Maintenance,True,False,Airbus A320,N82566,215
1727016,United,7455,LAX,JFK,2024-09-01 11:50,2024-09-01 12:11,2024-09-01 16:50,2024-09-01 16:42,-8,,False,False,Boeing 737,N22607,2716
1727017,United,4638,ATL,SEA,2024-09-01 12:04,2024-09-01 12:32,2024-09-01 17:04,2024-09-01 16:54,-10,,True,True,Boeing 777,N60462,2005
1727018,Southwest,9910,ORD,MIA,2024-09-01 07:53,2024-09-01 08:09,2024-09-01 12:53,2024-09-01 13:19,26,Weather,True,False,Airbus A320,N48749,2715
1727019,Southwest,8950,ATL,BOS,2024-09-01 08:01,2024-09-01 08:14,2024-09-01 13:01,2024-09-01 13:23,22,Air Traffic Control,False,False,Boeing 737,N88124,749
1727020,United,0575,DFW,SEA,2024-09-01 19:46,2024-09-01 19:59,2024-09-01 22:46,2024-09-01 22:38,-8,,True,False,Boeing 737,N95423,1065
1727021,Southwest,2310,LAX,MIA,2024-09-01 18:05,2024-09-01 18:28,2024-09-01 21:05,2024-09-01 20:56,-9,,True,True,Airbus A320,N18483,2007
1727022,Delta,6024,LAX,JFK,2024-09-01 21:08,2024-09-01 21:19,2024-09-01 22:08,2024-09-01 22:04,-4,,False,False,Airbus A320,N25097,986
1727023,Delta,3414,ORD,BOS,2024-09-01 21:00,2024-09-01 21:08,2024-09-02 00:00,2024-09-02 00:17,17,Weather,False,True,Airbus A320,N60504,2134
1727024,United,9716,DFW,JFK,2024-09-01 14:36,2024-09-01 14:56,2024-09-01 20:36,2024-09-01 20:48,12,Maintenance,False,False,Boeing 737,N41493,925
1727025,Southwest,2320,ORD,SFO,2024-09-01 02:43,2024-09-01 03:02,2024-09-01 06:43,2024-09-01 06:34,-9,,False,False,Boeing 737,N95275,725
1727026,Southwest,8509,JFK,SFO,2024-09-01 11:00,2024-09-01 11:22,2024-09-01 16:00,2024-09-01 16:23,23,Weather,True,True,Airbus A320,N42168,494
1727027,Delta,6552,JFK,MIA,2024-09-01 19:57,2024-09-01 20:27,2024-09-01 21:57,2024-09-01 21:51,-6,,False,False,Boeing 777,N23148,2708
1727028,Delta,8234,LAX,SFO,2024-09-01 05:57,2024-09-01 06:04,2024-09-01 08:57,2024-09-01 09:00,3,Maintenance,False,True,Boeing 777,N86036,734
1727029,Delta,5809,LAX,SEA,2024-09-01 22:28,2024-09-01 22:57,2024-09-02 00:28,2024-09-02 00:57,29,Weather,False,True,Airbus A320,N49171,1693
1727030,Delta,4479,ORD,SEA,2024-09-01 05:14,2024-09-01 05:23,2024-09-01 09:14,2024-09-01 09:25,11,Air Traffic Control,False,True,Boeing 777,N66107,2137
1727031,United,9340,ATL,JFK,2024-09-01 11:59,2024-09-01 12:18,2024-09-01 12:59,2024-09-01 12:49,-10,,False,False,Boeing 737,N45407,2127
1727032,United,2034,LAX,JFK,2024-09-01 04:00,2024-09-01 04:16,2024-09-01 05:00,2024-09-01 05:27,27,Weather,True,True,Airbus A320,N99850,268
1727033,American Airlines,1863,LAX,SFO,2024-09-01 10:52,2024-09-01 10:56,2024-09-01 16:52,2024-09-01 17:17,25,Air Traffic Control,True,True,Boeing 737,N37740,1976
1727034,American Airlines,0251,LAX,BOS,2024-09-01 07:11,2024-09-01 07:30,2024-09-01 11:11,2024-09-01 11:11,0,,False,False,Airbus A320,N94153,363
1727035,American Airlines,7093,LAX,MIA,2024-09-01 21:13,2024-09-01 21:23,2024-09-02 03:13,2024-09-02 03:12,-1,,True,True,Airbus A320,N29596,2992
1727036,United,6310,JFK,SEA,2024-09-01 09:30,2024-09-01 09:40,2024-09-01 15:30,2024-09-01 15:20,-10,,True,True,Airbus A320,N84639,967
1727037,Southwest,9785,DFW,SFO,2024-09-01 22:23,2024-09-01 22:37,2024-09-02 00:23,2024-09-02 00:18,-5,,True,True,Boeing 777,N85443,1665
1727038,United,6924,LAX,JFK,2024-09-01 14:14,2024-09-01 14:44,2024-09-01 15:14,2024-09-01 15:40,26,Maintenance,False,False,Airbus A320,N23292,513
1727039,Southwest,9503,DFW,BOS,2024-09-01 00:32,2024-09-01 00:57,2024-09-01 01:32,2024-09-01 02:00,28,Maintenance,True,True,Boeing 777,N42887,170
1727040,American Airlines,2618,DFW,SEA,2024-09-01 03:11,2024-09-01 03:27,2024-09-01 06:11,2024-09-01 06:02,-9,,False,False,Boeing 737,N69640,2929
1727041,Delta,2558,ATL,JFK,2024-09-01 04:59,2024-09-01 05:02,2024-09-01 06:59,2024-09-01 07:18,19,Maintenance,False,False,Boeing 737,N77593,2085
1727042,Delta,7968,LAX,SFO,2024-09-01 02:45,2024-09-01 03:09,2024-09-01 06:45,2024-09-01 07:00,15,Air Traffic Control,False,False,Boeing 777,N34685,200
1727043,Southwest,2282,DFW,SEA,2024-09-01 11:13,2024-09-01 11:42,2024-09-01 17:13,2024-09-01 17:21,8,Maintenance,False,False,Boeing 777,N68509,764
1727044,United,5077,ATL,BOS,2024-09-01 22:11,2024-09-01 22:40,2024-09-02 03:11,2024-09-02 03:16,5,Air Traffic Control,False,True,Airbus A320,N19949,2068
1727045,Southwest,5171,ORD,SFO,2024-09-01 19:31,2024-09-01 19:39,2024-09-02 00:31,2024-09-02 00:23,-8,,False,False,Boeing 737,N75129,1065
1727046,Delta,0129,LAX,JFK,2024-09-01 19:33,2024-09-01 19:42,2024-09-02 01:33,2024-09-02 02:03,30,Air Traffic Control,False,False,Boeing 777,N54570,1451
1727047,United,4972,DFW,MIA,2024-09-01 14:26,2024-09-01 14:34,2024-09-01 20:26,2024-09-01 20:52,26,Weather,True,True,Boeing 777,N53732,2258
1727048,Southwest,0366,JFK,JFK,2024-09-01 10:37,2024-09-01 10:44,2024-09-01 15:37,2024-09-01 15:28,-9,,False,False,Airbus A320,N29821,1616
1727049,Southwest,3104,ORD,JFK,2024-09-01 22:31,2024-09-01 22:32,2024-09-02 00:31,2024-09-02 00:35,4,Weather,False,False,Boeing 737,N29870,2840
1727050,United,3395,ATL,JFK,2024-09-01 23:52,2024-09-02 00:08,2024-09-02 03:52,2024-09-02 03:58,6,Weather,False,False,Boeing 737,N70375,2506
1727051,Delta,2835,ORD,MIA,2024-09-01 16:10,2024-09-01 16:40,2024-09-01 22:10,2024-09-01 22:29,19,Maintenance,False,True,Boeing 737,N42151,1503
1727052,Southwest,1973,ORD,SFO,2024-09-01 10:24,2024-09-01 10:31,2024-09-01 12:24,2024-09-01 12:42,18,Air Traffic Control,False,False,Boeing 737,N17152,1315
1727053,Southwest,2113,ORD,JFK,2024-09-01 04:23,2024-09-01 04:30,2024-09-01 08:23,2024-09-01 08:24,1,Maintenance,False,True,Boeing 737,N11394,262
1727054,Delta,6174,ORD,SFO,2024-09-01 13:04,2024-09-01 13:29,2024-09-01 17:04,2024-09-01 17:10,6,Air Traffic Control,True,False,Boeing 777,N84187,2840
1727055,Southwest,6819,JFK,SEA,2024-09-01 12:27,2024-09-01 12:41,2024-09-01 14:27,2024-09-01 14:26,-1,,True,True,Airbus A320,N92080,1485
1727056,American Airlines,9469,JFK,BOS,2024-09-01 17:17,2024-09-01 17:26,2024-09-01 21:17,2024-09-01 21:08,-9,,False,False,Airbus A320,N29540,2485
1727057,American Airlines,9794,ORD,BOS,2024-09-01 09:46,2024-09-01 09:53,2024-09-01 13:46,2024-09-01 13:58,12,Maintenance,True,True,Boeing 737,N67978,2265
1727058,Southwest,1709,JFK,SFO,2024-09-01 08:40,2024-09-01 08:45,2024-09-01 09:40,2024-09-01 09:33,-7,,True,True,Boeing 737,N11874,1769
1727059,Delta,0378,JFK,SEA,2024-09-01 15:51,2024-09-01 16:13,2024-09-01 20:51,2024-09-01 20:55,4,Air Traffic Control,True,False,Boeing 737,N52577,600
1727060,Delta,9177,LAX,MIA,2024-09-01 18:15,2024-09-01 18:22,2024-09-01 20:15,2024-09-01 20:27,12,Weather,False,False,Airbus A320,N84353,137
1727061,United,1924,ATL,SFO,2024-09-01 05:34,2024-09-01 05:46,2024-09-01 06:34,2024-09-01 06:58,24,Weather,False,False,Airbus A320,N22012,1785
1727062,Southwest,5406,ATL,MIA,2024-09-01 07:11,2024-09-01 07:19,2024-09-01 08:11,2024-09-01 08:11,0,,False,False,Boeing 737,N73049,1368
1727063,American Airlines,9943,JFK,JFK,2024-09-01 01:20,2024-09-01 01:26,2024-09-01 05:20,2024-09-01 05:19,-1,,False,True,Boeing 777,N18898,997
1727064,American Airlines,4237,ATL,MIA,2024-09-01 13:17,2024-09-01 13:19,2024-09-01 14:17,2024-09-01 14:46,29,Air Traffic Control,True,False,Boeing 737,N37467,1767
1727065,American Airlines,2527,JFK,SEA,2024-09-01 11:20,2024-09-01 11:46,2024-09-01 15:20,2024-09-01 15:37,17,Maintenance,True,False,Boeing 737,N51979,1621
1727066,Delta,8221,ORD,BOS,2024-09-01 10:43,2024-09-01 11:10,2024-09-01 11:43,2024-09-01 12:08,25,Air Traffic Control,True,True,Boeing 737,N57055,2222
1727067,Delta,6033,LAX,JFK,2024-09-01 10:38,2024-09-01 10:59,2024-09-01 16:38,2024-09-01 17:03,25,Maintenance,True,False,Airbus A320,N63638,166
1727068,United,0823,ORD,SEA,2024-09-01 19:43,2024-09-01 19:44,2024-09-01 21:43,2024-09-01 21:45,2,Maintenance,False,True,Boeing 737,N73735,883
1727069,American Airlines,9618,JFK,SFO,2024-09-01 23:06,2024-09-01 23:34,2024-09-02 03:06,2024-09-02 03:06,0,,True,False,Airbus A320,N82369,380
1727070,United,5715,DFW,MIA,2024-09-01 00:34,2024-09-01 01:01,2024-09-01 06:34,2024-09-01 06:28,-6,,True,False,Airbus A320,N96139,860
1727071,Delta,4071,LAX,SFO,2024-09-01 12:58,2024-09-01 13:17,2024-09-01 18:58,2024-09-01 19:19,21,Maintenance,False,False,Boeing 777,N23121,2257
1727072,United,0041,ORD,JFK,2024-09-01 12:08,2024-09-01 12:23,2024-09-01 13:08,2024-09-01 13:15,7,Air Traffic Control,False,True,Boeing 737,N28342,2864
1727073,American Airlines,3538,DFW,JFK,2024-09-01 11:32,2024-09-01 11:33,2024-09-01 16:32,2024-09-01 16:59,27,Weather,True,False,Boeing 777,N31450,653
1727074,United,1865,JFK,SEA,2024-09-01 17:39,2024-09-01 18:03,2024-09-01 19:39,2024-09-01 19:44,5,Maintenance,True,False,Airbus A320,N91987,2993
1727075,Southwest,9364,ATL,BOS,2024-09-01 21:14,2024-09-01 21:32,2024-09-02 01:14,2024-09-02 01:07,-7,,True,True,Airbus A320,N18393,1560
1727076,American Airlines,8090,LAX,MIA,2024-09-01 05:08,2024-09-01 05:34,2024-09-01 10:08,2024-09-01 10:24,16,Air Traffic Control,False,False,Airbus A320,N69118,1626
1727077,American Airlines,8195,JFK,MIA,2024-09-01 11:48,2024-09-01 12:10,2024-09-01 12:48,2024-09-01 12:55,7,Weather,False,False,Boeing 737,N65412,805
1727078,United,3467,JFK,SEA,2024-09-01 17:50,2024-09-01 18:14,2024-09-01 20:50,2024-09-01 20:58,8,Weather,True,False,Airbus A320,N36975,133
1727079,Delta,2430,LAX,SFO,2024-09-01 14:49,2024-09-01 15:00,2024-09-01 17:49,2024-09-01 17:57,8,Air Traffic Control,True,True,Boeing 737,N20494,2119
1727080,Delta,8644,LAX,SEA,2024-09-01 13:17,2024-09-01 13:40,2024-09-01 19:17,2024-09-01 19:13,-4,,False,True,Boeing 777,N78071,2317
1727081,Delta,4464,JFK,SEA,2024-09-01 19:49,2024-09-01 20:03,2024-09-01 22:49,2024-09-01 22:59,10,Maintenance,False,True,Boeing 777,N81054,2660
1727082,United,7577,ORD,SEA,2024-09-01 14:57,2024-09-01 15:16,2024-09-01 17:57,2024-09-01 18:07,10,Weather,False,False,Boeing 737,N25546,1288
1727083,American Airlines,3117,DFW,SFO,2024-09-01 01:53,2024-09-01 02:19,2024-09-01 07:53,2024-09-01 07:54,1,Air Traffic Control,False,False,Airbus A320,N25659,1205
1727084,Delta,1021,DFW,SFO,2024-09-01 15:38,2024-09-01 15:56,2024-09-01 18:38,2024-09-01 19:02,24,Air Traffic Control,True,True,Boeing 737,N18670,595
1727085,Southwest,9124,ORD,MIA,2024-09-01 19:13,2024-09-01 19:17,2024-09-01 20:13,2024-09-01 20:20,7,Air Traffic Control,False,False,Airbus A320,N34180,2367
1727086,Southwest,1598,JFK,SFO,2024-09-01 19:36,2024-09-01 19:58,2024-09-01 23:36,2024-09-01 23:41,5,Maintenance,False,False,Boeing 777,N67741,2328
1727087,Southwest,9703,LAX,SEA,2024-09-01 02:42,2024-09-01 02:52,2024-09-01 08:42,2024-09-01 09:08,26,Weather,True,False,Boeing 777,N20514,2863
1727088,Delta,0228,ORD,SFO,2024-09-01 14:05,2024-09-01 14:15,2024-09-01 19:05,2024-09-01 18:59,-6,,False,True,Airbus A320,N47618,915
1727089,Delta,4937,LAX,JFK,2024-09-01 12:33,2024-09-01 12:40,2024-09-01 17:33,2024-09-01 17:29,-4,,True,True,Boeing 777,N52114,2050
1727090,American Airlines,0640,DFW,JFK,2024-09-01 08:16,2024-09-01 08:41,2024-09-01 11:16,2024-09-01 11:10,-6,,True,True,Boeing 737,N91100,996
1727091,Delta,4654,LAX,JFK,2024-09-01 13:49,2024-09-01 13:56,2024-09-01 19:49,2024-09-01 19:49,0,,False,False,Boeing 737,N22794,387
1727092,Southwest,0629,ORD,SEA,2024-09-01 12:30,2024-09-01 12:33,2024-09-01 15:30,2024-09-01 15:57,27,Air Traffic Control,True,False,Boeing 737,N83268,2344
1727093,United,2161,LAX,MIA,2024-09-01 02:41,2024-09-01 02:50,2024-09-01 05:41,2024-09-01 05:37,-4,,True,True,Boeing 737,N30333,839
1727094,United,3089,JFK,SFO,2024-09-01 22:09,2024-09-01 22:21,2024-09-02 03:09,2024-09-02 03:28,19,Weather,False,True,Airbus A320,N79418,704
1727095,Delta,7059,DFW,JFK,2024-09-01 16:40,2024-09-01 17:07,2024-09-01 17:40,2024-09-01 17:57,17,Air Traffic Control,False,False,Airbus A320,N52265,287
1727096,American Airlines,2212,JFK,BOS,2024-09-01 11:18,2024-09-01 11:28,2024-09-01 17:18,2024-09-01 17:46,28,Maintenance,True,True,Boeing 737,N91139,358
1727097,Delta,7679,JFK,SFO,2024-09-01 23:48,2024-09-02 00:02,2024-09-02 05:48,2024-09-02 05:45,-3,,False,True,Boeing 777,N75045,2991
1727098,American Airlines,7997,DFW,JFK,2024-09-01 01:53,2024-09-01 01:59,2024-09-01 06:53,2024-09-01 07:20,27,Weather,True,True,Boeing 737,N13284,2369
1727099,Delta,6124,ATL,SFO,2024-09-01 07:50,2024-09-01 07:56,2024-09-01 11:50,2024-09-01 12:05,15,Air Traffic Control,False,True,Boeing 777,N71339,2070
1727100,United,6066,ORD,MIA,2024-09-01 00:20,2024-09-01 00:23,2024-09-01 05:20,2024-09-01 05:39,19,Air Traffic Control,True,False,Airbus A320,N77765,2451
